Time, Quadrant Number, Ball Colour, Type
56.53, 3, red, Exit
56.53, 4, red, Exit
56.53, 3, red, Exit
56.53, 2, red, Exit
56.53, 1, red, Exit
56.53, 2, red, Exit
56.53, 4, blue, Exit
56.53, 2, blue, Exit
56.57, 3, red, Exit
56.57, 4, red, Exit
56.57, 1, red, Exit
56.57, 2, red, Exit
56.57, 4, blue, Exit
56.57, 2, blue, Exit
56.60, 3, red, Exit
56.60, 4, red, Exit
56.60, 2, red, Exit
56.60, 4, blue, Exit
56.60, 2, blue, Exit
56.63, 4, red, Exit
56.63, 3, red, Exit
56.63, 1, red, Exit
56.63, 2, red, Exit
56.63, 4, blue, Exit
56.63, 2, blue, Exit
56.67, 4, red, Exit
56.67, 3, red, Exit
56.67, 1, red, Exit
56.67, 2, red, Exit
56.67, 4, blue, Exit
56.67, 2, blue, Exit
56.70, 4, red, Exit
56.70, 3, red, Exit
56.70, 2, red, Exit
56.70, 4, blue, Exit
56.70, 2, blue, Exit
56.73, 4, red, Exit
56.73, 3, red, Exit
56.73, 2, red, Exit
56.73, 4, blue, Exit
56.73, 2, blue, Exit
56.77, 3, red, Exit
56.77, 4, red, Exit
56.77, 2, red, Exit
56.77, 4, blue, Exit
56.80, 4, red, Exit
56.80, 2, red, Exit
56.80, 1, red, Exit
56.83, 4, red, Exit
56.83, 1, red, Exit
56.83, 2, red, Exit
56.83, 2, green, Exit
56.87, 3, red, Exit
56.87, 4, red, Exit
56.87, 1, red, Exit
56.90, 4, red, Exit
56.90, 3, red, Exit
56.93, 4, red, Exit
56.93, 3, red, Exit
56.93, 2, red, Exit
56.97, 4, red, Exit
56.97, 3, red, Exit
56.97, 2, red, Exit
57.00, 4, red, Exit
57.00, 2, red, Exit
57.03, 4, red, Exit
57.07, 1, red, Exit
57.07, 2, red, Exit
57.10, 4, red, Exit
57.13, 3, red, Exit
57.17, 4, red, Exit
57.20, 3, red, Exit
57.23, 4, red, Exit
57.27, 3, red, Exit
57.30, 4, red, Exit
57.30, 3, red, Exit
57.33, 4, red, Exit
57.33, 3, red, Exit
57.37, 4, red, Exit
57.37, 3, red, Exit
57.37, 1, red, Exit
57.37, 2, red, Exit
57.40, 4, red, Exit
57.40, 3, red, Exit
57.40, 1, red, Exit
57.40, 2, red, Exit
57.43, 4, red, Exit
57.43, 3, red, Exit
57.43, 1, red, Exit
57.47, 3, red, Exit
57.47, 4, red, Exit
57.47, 3, red, Exit
57.47, 1, red, Exit
57.47, 2, red, Exit
57.50, 3, red, Exit
57.50, 4, red, Exit
57.50, 3, red, Exit
57.50, 1, red, Exit
57.50, 2, red, Exit
57.53, 3, red, Exit
57.53, 4, red, Exit
57.53, 3, red, Exit
57.53, 1, red, Exit
57.53, 2, red, Exit
57.57, 3, red, Exit
57.57, 4, red, Exit
57.57, 1, red, Exit
57.57, 2, red, Exit
57.60, 3, red, Exit
57.60, 4, red, Exit
57.60, 3, red, Exit
57.60, 2, red, Exit
57.60, 1, red, Exit
57.60, 2, red, Exit
57.60, 1, red, Exit
57.60, 2, red, Exit
57.63, 3, red, Exit
57.63, 4, red, Exit
57.63, 3, red, Exit
57.63, 1, red, Exit
57.63, 2, red, Exit
57.63, 1, red, Exit
57.63, 2, red, Exit
57.67, 3, red, Exit
57.67, 4, red, Exit
57.67, 3, red, Exit
57.67, 1, red, Exit
57.67, 2, red, Exit
57.70, 3, red, Exit
57.70, 4, red, Exit
57.70, 3, red, Exit
57.70, 1, red, Exit
57.70, 2, red, Exit
57.73, 3, red, Exit
57.73, 4, red, Exit
57.73, 3, red, Exit
57.73, 2, red, Exit
57.73, 1, red, Exit
57.73, 2, red, Exit
57.77, 3, red, Exit
57.77, 4, red, Exit
57.77, 3, red, Exit
57.77, 1, red, Exit
57.80, 3, red, Exit
57.80, 4, red, Exit
57.80, 3, red, Exit
57.80, 1, red, Exit
57.80, 2, red, Exit
57.83, 3, red, Exit
57.83, 4, red, Exit
57.83, 3, red, Exit
57.83, 1, red, Exit
57.83, 2, red, Exit
57.87, 4, red, Exit
57.87, 3, red, Exit
57.87, 4, red, Exit
57.87, 3, red, Exit
57.87, 2, red, Exit
57.87, 1, red, Exit
57.90, 3, red, Exit
57.90, 4, red, Exit
57.90, 3, red, Exit
57.90, 1, red, Exit
57.90, 2, red, Exit
57.93, 3, red, Exit
57.93, 4, red, Exit
57.93, 3, red, Exit
57.93, 2, red, Exit
57.93, 1, red, Exit
57.97, 3, red, Exit
57.97, 4, red, Exit
57.97, 3, red, Exit
57.97, 1, red, Exit
57.97, 2, red, Exit
58.00, 3, red, Exit
58.00, 4, red, Exit
58.00, 3, red, Exit
58.00, 2, red, Exit
58.00, 1, red, Exit
58.00, 2, red, Exit
58.03, 4, red, Exit
58.03, 3, red, Exit
58.03, 1, red, Exit
58.07, 3, red, Exit
58.07, 4, red, Exit
58.07, 3, red, Exit
58.07, 2, red, Exit
58.10, 3, red, Exit
58.10, 4, red, Exit
58.10, 3, red, Exit
58.10, 1, red, Exit
58.13, 3, red, Exit
58.13, 4, red, Exit
58.13, 3, red, Exit
58.13, 4, red, Exit
58.13, 3, red, Exit
58.13, 1, red, Exit
58.17, 3, red, Exit
58.17, 4, red, Exit
58.17, 3, red, Exit
58.17, 1, red, Exit
58.20, 3, red, Exit
58.20, 4, red, Exit
58.20, 3, red, Exit
58.20, 1, red, Exit
58.23, 3, red, Exit
58.23, 4, red, Exit
58.23, 3, red, Exit
58.23, 1, red, Exit
58.27, 3, red, Exit
58.27, 4, red, Exit
58.27, 3, red, Exit
58.27, 1, red, Exit
58.30, 3, red, Exit
58.30, 4, red, Exit
58.30, 3, red, Exit
58.30, 1, red, Exit
58.30, 2, red, Exit
58.33, 3, red, Exit
58.33, 4, red, Exit
58.33, 3, red, Exit
58.33, 1, red, Exit
58.33, 2, blue, Exit
58.37, 3, red, Exit
58.37, 4, red, Exit
58.37, 3, red, Exit
58.37, 1, red, Exit
58.37, 2, red, Exit
58.37, 4, blue, Exit
58.37, 2, blue, Exit
58.40, 3, red, Exit
58.40, 4, red, Exit
58.40, 3, red, Exit
58.40, 4, red, Exit
58.40, 1, red, Exit
58.40, 2, red, Exit
58.40, 4, blue, Exit
58.40, 2, blue, Exit
58.43, 3, red, Exit
58.43, 4, red, Exit
58.43, 1, red, Exit
58.43, 2, red, Exit
58.43, 1, red, Exit
58.43, 4, blue, Exit
58.43, 2, blue, Exit
58.47, 3, red, Exit
58.47, 4, red, Exit
58.47, 3, red, Exit
58.47, 1, red, Exit
58.47, 4, blue, Exit
58.47, 2, blue, Exit
58.50, 4, red, Exit
58.50, 3, red, Exit
58.50, 1, red, Exit
58.50, 4, blue, Exit
58.50, 2, blue, Exit
58.53, 3, red, Exit
58.53, 4, red, Exit
58.53, 3, red, Exit
58.53, 1, red, Exit
58.53, 4, blue, Exit
58.53, 2, blue, Exit
58.57, 3, red, Exit
58.57, 4, red, Exit
58.57, 3, red, Exit
58.57, 1, red, Exit
58.57, 4, blue, Exit
58.57, 2, blue, Exit
58.60, 3, red, Exit
58.60, 4, red, Exit
58.60, 3, red, Exit
58.60, 1, red, Exit
58.60, 4, blue, Exit
58.60, 2, blue, Exit
58.63, 4, red, Exit
58.63, 3, red, Exit
58.63, 1, red, Exit
58.63, 2, red, Exit
58.63, 4, blue, Exit
58.63, 2, blue, Exit
58.67, 3, red, Exit
58.67, 4, red, Exit
58.67, 3, red, Exit
58.67, 1, red, Exit
58.67, 2, red, Exit
58.67, 4, blue, Exit
58.67, 2, blue, Exit
58.70, 4, red, Exit
58.70, 3, red, Exit
58.70, 1, red, Exit
58.70, 2, red, Exit
58.70, 4, blue, Exit
58.70, 2, blue, Exit
58.73, 4, red, Exit
58.73, 3, red, Exit
58.73, 1, red, Exit
58.73, 2, red, Exit
58.73, 4, blue, Exit
58.73, 2, blue, Exit
58.77, 4, red, Exit
58.77, 3, red, Exit
58.77, 1, red, Exit
58.77, 2, red, Exit
58.77, 4, blue, Exit
58.77, 2, blue, Exit
58.80, 4, red, Exit
58.80, 3, red, Exit
58.80, 1, red, Exit
58.80, 2, red, Exit
58.80, 4, blue, Exit
58.80, 2, blue, Exit
58.83, 3, red, Exit
58.83, 4, red, Exit
58.83, 3, red, Exit
58.83, 1, red, Exit
58.83, 4, blue, Exit
58.83, 2, blue, Exit
58.87, 3, red, Exit
58.87, 4, red, Exit
58.87, 3, red, Exit
58.87, 1, red, Exit
58.87, 2, red, Exit
58.87, 4, blue, Exit
58.87, 2, blue, Exit
58.90, 3, red, Exit
58.90, 4, red, Exit
58.90, 3, red, Exit
58.90, 1, red, Exit
58.90, 2, red, Exit
58.90, 4, blue, Exit
58.90, 2, blue, Exit
58.93, 4, red, Exit
58.93, 3, red, Exit
58.93, 4, red, Exit
58.93, 3, red, Exit
58.93, 1, red, Exit
58.93, 2, red, Exit
58.93, 4, blue, Exit
58.93, 2, blue, Exit
58.97, 3, red, Exit
58.97, 4, red, Exit
58.97, 3, red, Exit
58.97, 1, red, Exit
58.97, 2, red, Exit
58.97, 1, red, Exit
58.97, 4, blue, Exit
58.97, 2, blue, Exit
59.00, 3, red, Exit
59.00, 4, red, Exit
59.00, 3, red, Exit
59.00, 1, red, Exit
59.00, 2, red, Exit
59.00, 4, blue, Exit
59.00, 2, blue, Exit
59.03, 4, red, Exit
59.03, 3, red, Exit
59.03, 1, red, Exit
59.03, 2, red, Exit
59.03, 4, blue, Exit
59.03, 2, blue, Exit
59.07, 4, red, Exit
59.07, 3, red, Exit
59.07, 1, red, Exit
59.07, 4, blue, Exit
59.07, 2, blue, Exit
59.10, 3, red, Exit
59.10, 4, red, Exit
59.10, 3, red, Exit
59.10, 1, red, Exit
59.10, 4, blue, Exit
59.10, 2, blue, Exit
59.13, 3, red, Exit
59.13, 4, red, Exit
59.13, 3, red, Exit
59.13, 1, red, Exit
59.13, 4, blue, Exit
59.13, 2, blue, Exit
59.17, 3, red, Exit
59.17, 4, red, Exit
59.17, 3, red, Exit
59.17, 1, red, Exit
59.17, 2, red, Exit
59.17, 4, blue, Exit
59.17, 2, blue, Exit
59.20, 4, red, Exit
59.20, 3, red, Exit
59.20, 1, red, Exit
59.20, 2, red, Exit
59.20, 4, blue, Exit
59.20, 2, blue, Exit
59.23, 3, red, Exit
59.23, 4, red, Exit
59.23, 3, red, Exit
59.23, 1, red, Exit
59.23, 4, blue, Exit
59.23, 2, blue, Exit
59.27, 3, red, Exit
59.27, 4, red, Exit
59.27, 3, red, Exit
59.27, 1, red, Exit
59.27, 4, blue, Exit
59.27, 2, blue, Exit
59.30, 3, red, Exit
59.30, 4, red, Exit
59.30, 3, red, Exit
59.30, 1, red, Exit
59.30, 4, blue, Exit
59.30, 2, blue, Exit
59.33, 3, red, Exit
59.33, 4, red, Exit
59.33, 3, red, Exit
59.33, 1, red, Exit
59.33, 4, blue, Exit
59.33, 2, blue, Exit
59.37, 3, red, Exit
59.37, 4, red, Exit
59.37, 3, red, Exit
59.37, 1, red, Exit
59.37, 4, blue, Exit
59.37, 2, blue, Exit
59.40, 3, red, Exit
59.40, 4, red, Exit
59.40, 3, red, Exit
59.40, 1, red, Exit
59.40, 4, blue, Exit
59.40, 2, blue, Exit
59.43, 3, red, Exit
59.43, 4, red, Exit
59.43, 3, red, Exit
59.43, 1, red, Exit
59.43, 4, blue, Exit
59.43, 2, blue, Exit
59.47, 4, red, Exit
59.47, 3, red, Exit
59.47, 4, red, Exit
59.47, 1, red, Exit
59.47, 2, red, Exit
59.50, 4, red, Exit
59.50, 1, red, Exit
59.50, 2, red, Exit
59.53, 4, red, Exit
59.53, 1, red, Exit
59.57, 4, red, Exit
59.57, 3, red, Exit
59.57, 1, red, Exit
59.57, 2, red, Exit
59.60, 3, red, Exit
59.60, 4, red, Exit
59.60, 3, red, Exit
59.60, 1, red, Exit
59.63, 4, red, Exit
59.63, 3, red, Exit
59.63, 4, red, Exit
59.63, 3, red, Exit
59.63, 1, red, Exit
59.67, 4, red, Exit
59.67, 1, red, Exit
59.67, 2, red, Exit
59.67, 4, blue, Exit
59.67, 2, blue, Exit
59.70, 4, red, Exit
59.70, 3, red, Exit
59.70, 1, red, Exit
59.70, 2, red, Exit
59.70, 4, blue, Exit
59.70, 2, blue, Exit
59.73, 4, red, Exit
59.73, 3, red, Exit
59.73, 1, red, Exit
59.73, 4, blue, Exit
59.73, 2, blue, Exit
59.77, 3, red, Exit
59.77, 4, red, Exit
59.77, 3, red, Exit
59.77, 2, red, Exit
59.77, 1, red, Exit
59.77, 4, blue, Exit
59.77, 2, blue, Exit
59.80, 4, red, Exit
59.80, 3, red, Exit
59.80, 2, red, Exit
59.80, 1, red, Exit
59.80, 4, blue, Exit
59.80, 2, blue, Exit
59.83, 3, red, Exit
59.83, 4, red, Exit
59.83, 3, red, Exit
59.83, 2, red, Exit
59.83, 1, red, Exit
59.83, 2, red, Exit
59.83, 4, blue, Exit
59.83, 2, blue, Exit
59.87, 4, red, Exit
59.87, 3, red, Exit
59.87, 2, red, Exit
59.87, 1, red, Exit
59.87, 2, red, Exit
59.87, 4, blue, Exit
59.87, 2, blue, Exit
59.90, 4, red, Exit
59.90, 3, red, Exit
59.90, 1, red, Exit
59.90, 2, red, Exit
59.90, 4, blue, Exit
59.90, 2, blue, Exit
59.93, 4, red, Exit
59.93, 3, red, Exit
59.93, 4, red, Exit
59.93, 3, red, Exit
59.93, 1, red, Exit
59.93, 4, blue, Exit
59.93, 2, blue, Exit
59.97, 3, red, Exit
59.97, 4, red, Exit
59.97, 1, red, Exit
59.97, 4, blue, Exit
59.97, 2, blue, Exit
60.00, 3, red, Exit
60.00, 4, red, Exit
60.00, 3, red, Exit
60.00, 1, red, Exit
60.00, 4, blue, Exit
60.00, 2, blue, Exit
60.03, 3, red, Exit
60.03, 4, red, Exit
60.03, 3, red, Exit
60.03, 1, red, Exit
60.03, 4, blue, Exit
60.03, 2, blue, Exit
60.07, 3, red, Exit
60.07, 4, red, Exit
60.07, 1, red, Exit
60.07, 2, red, Exit
60.07, 4, blue, Exit
60.07, 2, blue, Exit
60.10, 3, red, Exit
60.10, 4, red, Exit
60.10, 3, red, Exit
60.10, 2, red, Exit
60.10, 1, red, Exit
60.10, 2, red, Exit
60.10, 4, blue, Exit
60.10, 2, blue, Exit
60.13, 3, red, Exit
60.13, 4, red, Exit
60.13, 3, red, Exit
60.13, 2, red, Exit
60.13, 1, red, Exit
60.13, 2, red, Exit
60.13, 4, blue, Exit
60.13, 2, blue, Exit
60.17, 4, red, Exit
60.17, 3, red, Exit
60.17, 4, red, Exit
60.17, 3, red, Exit
60.17, 2, red, Exit
60.17, 4, blue, Exit
60.17, 2, blue, Exit
60.20, 3, red, Exit
60.20, 4, red, Exit
60.20, 3, red, Exit
60.20, 2, red, Exit
60.20, 1, red, Exit
60.20, 2, red, Exit
60.20, 4, blue, Exit
60.20, 2, blue, Exit
60.23, 3, red, Exit
60.23, 4, red, Exit
60.23, 3, red, Exit
60.23, 4, red, Exit
60.23, 3, red, Exit
60.23, 2, red, Exit
60.23, 1, red, Exit
60.23, 4, blue, Exit
60.23, 2, blue, Exit
60.27, 3, red, Exit
60.27, 4, red, Exit
60.27, 3, red, Exit
60.27, 2, red, Exit
60.27, 1, red, Exit
60.27, 2, red, Exit
60.27, 4, blue, Exit
60.27, 2, blue, Exit
60.30, 3, red, Exit
60.30, 4, red, Exit
60.30, 3, red, Exit
60.30, 1, red, Exit
60.30, 4, blue, Exit
60.30, 2, blue, Exit
60.33, 3, red, Exit
60.33, 4, red, Exit
60.33, 3, red, Exit
60.33, 2, red, Exit
60.33, 1, red, Exit
60.33, 4, blue, Exit
60.33, 2, blue, Exit
60.37, 3, red, Exit
60.37, 4, red, Exit
60.37, 3, red, Exit
60.37, 2, red, Exit
60.37, 1, red, Exit
60.37, 4, blue, Exit
60.37, 2, blue, Exit
60.40, 3, red, Exit
60.40, 4, red, Exit
60.40, 3, red, Exit
60.40, 2, red, Exit
60.40, 1, red, Exit
60.40, 2, red, Exit
60.40, 4, blue, Exit
60.40, 2, blue, Exit
60.43, 4, red, Exit
60.43, 3, red, Exit
60.43, 2, red, Exit
60.43, 1, red, Exit
60.43, 4, blue, Exit
60.43, 2, blue, Exit
60.47, 3, red, Exit
60.47, 4, red, Exit
60.47, 3, red, Exit
60.47, 4, red, Exit
60.47, 1, red, Exit
60.47, 4, blue, Exit
60.47, 2, blue, Exit
60.50, 3, red, Exit
60.50, 4, red, Exit
60.50, 1, red, Exit
60.50, 4, blue, Exit
60.50, 2, blue, Exit
60.53, 3, red, Exit
60.53, 4, red, Exit
60.53, 1, red, Exit
60.53, 4, blue, Exit
60.53, 2, blue, Exit
60.57, 3, red, Exit
60.57, 4, red, Exit
60.57, 3, red, Exit
60.57, 4, red, Exit
60.57, 3, red, Exit
60.57, 1, red, Exit
60.57, 2, red, Exit
60.57, 4, blue, Exit
60.57, 2, blue, Exit
60.60, 3, red, Exit
60.60, 4, red, Exit
60.60, 3, red, Exit
60.60, 1, red, Exit
60.60, 4, blue, Exit
60.60, 2, blue, Exit
60.63, 4, red, Exit
60.63, 3, red, Exit
60.63, 4, red, Exit
60.63, 1, red, Exit
60.63, 4, blue, Exit
60.63, 2, blue, Exit
60.67, 4, red, Exit
60.67, 3, red, Exit
60.67, 1, red, Exit
60.67, 2, red, Exit
60.67, 4, blue, Exit
60.67, 2, blue, Exit
60.70, 4, red, Exit
60.70, 3, red, Exit
60.70, 4, red, Exit
60.70, 3, red, Exit
60.70, 1, red, Exit
60.70, 4, blue, Exit
60.70, 2, blue, Exit
60.73, 4, red, Exit
60.73, 1, red, Exit
60.73, 4, blue, Exit
60.73, 2, blue, Exit
60.77, 4, red, Exit
60.77, 3, red, Exit
60.77, 1, red, Exit
60.77, 4, blue, Exit
60.77, 2, blue, Exit
60.80, 3, red, Exit
60.80, 4, red, Exit
60.80, 2, red, Exit
60.80, 1, red, Exit
60.80, 3, red, Exit
60.80, 1, red, Exit
60.80, 4, blue, Exit
60.80, 2, blue, Exit
60.83, 4, red, Exit
60.83, 2, red, Exit
60.83, 1, red, Exit
60.83, 3, red, Exit
60.83, 1, red, Exit
60.83, 4, blue, Exit
60.83, 2, blue, Exit
60.87, 3, red, Exit
60.87, 4, red, Exit
60.87, 3, red, Exit
60.87, 2, red, Exit
60.87, 1, red, Exit
60.87, 4, blue, Exit
60.87, 2, blue, Exit
60.90, 3, red, Exit
60.90, 4, red, Exit
60.90, 3, red, Exit
60.90, 1, red, Exit
60.90, 4, blue, Exit
60.90, 2, blue, Exit
60.93, 4, red, Exit
60.93, 1, red, Exit
60.93, 3, red, Exit
60.93, 1, red, Exit
60.93, 4, blue, Exit
60.93, 2, blue, Exit
60.97, 3, red, Exit
60.97, 4, red, Exit
60.97, 3, red, Exit
60.97, 1, red, Exit
60.97, 4, blue, Exit
60.97, 2, blue, Exit
61.00, 3, red, Exit
61.00, 4, red, Exit
61.00, 3, red, Exit
61.00, 2, red, Exit
61.00, 1, red, Exit
61.00, 4, blue, Exit
61.00, 2, blue, Exit
61.03, 4, red, Exit
61.03, 3, red, Exit
61.03, 2, red, Exit
61.03, 1, red, Exit
61.03, 4, blue, Exit
61.03, 2, blue, Exit
61.07, 4, red, Exit
61.07, 3, red, Exit
61.07, 1, red, Exit
61.07, 4, blue, Exit
61.07, 2, blue, Exit
61.10, 4, red, Exit
61.10, 3, red, Exit
61.10, 1, red, Exit
61.10, 4, blue, Exit
61.10, 2, blue, Exit
61.13, 4, red, Exit
61.13, 3, red, Exit
61.13, 2, red, Exit
61.13, 1, red, Exit
61.13, 4, blue, Exit
61.13, 2, blue, Exit
61.17, 4, red, Exit
61.17, 3, red, Exit
61.17, 2, red, Exit
61.17, 1, red, Exit
61.17, 4, blue, Exit
61.17, 2, blue, Exit
61.20, 4, red, Exit
61.20, 3, red, Exit
61.20, 1, red, Exit
61.20, 2, red, Exit
61.20, 4, blue, Exit
61.20, 2, blue, Exit
61.23, 3, red, Exit
61.23, 4, red, Exit
61.23, 3, red, Exit
61.23, 2, red, Exit
61.23, 1, red, Exit
61.23, 4, blue, Exit
61.23, 2, blue, Exit
61.27, 3, red, Exit
61.27, 4, red, Exit
61.27, 3, red, Exit
61.27, 4, red, Exit
61.27, 3, red, Exit
61.27, 1, red, Exit
61.27, 2, red, Exit
61.27, 4, blue, Exit
61.27, 2, blue, Exit
61.30, 4, red, Exit
61.30, 3, red, Exit
61.30, 4, red, Exit
61.30, 3, red, Exit
61.30, 1, red, Exit
61.30, 4, blue, Exit
61.30, 2, blue, Exit
61.33, 4, red, Exit
61.33, 3, red, Exit
61.33, 2, red, Exit
61.33, 4, blue, Exit
61.33, 2, blue, Exit
61.37, 4, red, Exit
61.37, 3, red, Exit
61.37, 4, blue, Exit
61.37, 2, blue, Exit
61.40, 4, red, Exit
61.40, 3, red, Exit
61.40, 1, red, Exit
61.40, 2, red, Exit
61.40, 4, blue, Exit
61.40, 2, blue, Exit
61.43, 3, red, Exit
61.43, 4, red, Exit
61.43, 3, red, Exit
61.43, 2, red, Exit
61.43, 1, red, Exit
61.43, 4, blue, Exit
61.43, 2, blue, Exit
61.47, 3, red, Exit
61.47, 4, red, Exit
61.47, 3, red, Exit
61.47, 2, red, Exit
61.47, 1, red, Exit
61.47, 2, red, Exit
61.47, 4, blue, Exit
61.47, 2, blue, Exit
61.50, 3, red, Exit
61.50, 4, red, Exit
61.50, 3, red, Exit
61.50, 1, red, Exit
61.50, 4, blue, Exit
61.50, 2, blue, Exit
61.53, 3, red, Exit
61.53, 4, red, Exit
61.53, 3, red, Exit
61.53, 2, red, Exit
61.53, 1, red, Exit
61.53, 4, blue, Exit
61.53, 2, blue, Exit
61.57, 3, red, Exit
61.57, 4, red, Exit
61.57, 3, red, Exit
61.57, 2, red, Exit
61.57, 1, red, Exit
61.57, 2, red, Exit
61.57, 4, blue, Exit
61.57, 2, blue, Exit
61.60, 3, red, Exit
61.60, 4, red, Exit
61.60, 3, red, Exit
61.60, 2, red, Exit
61.60, 1, red, Exit
61.60, 2, red, Exit
61.60, 4, blue, Exit
61.60, 2, blue, Exit
61.63, 3, red, Exit
61.63, 4, red, Exit
61.63, 3, red, Exit
61.63, 4, blue, Exit
61.63, 2, blue, Exit
61.67, 4, red, Exit
61.67, 3, red, Exit
61.67, 1, red, Exit
61.67, 2, red, Exit
61.67, 4, blue, Exit
61.67, 2, blue, Exit
61.70, 3, red, Exit
61.70, 4, red, Exit
61.70, 3, red, Exit
61.70, 2, red, Exit
61.70, 1, red, Exit
61.70, 2, red, Exit
61.70, 4, blue, Exit
61.70, 2, blue, Exit
61.73, 3, red, Exit
61.73, 4, red, Exit
61.73, 3, red, Exit
61.73, 1, red, Exit
61.73, 2, red, Exit
61.73, 4, blue, Exit
61.73, 2, blue, Exit
61.77, 3, red, Exit
61.77, 4, red, Exit
61.77, 3, red, Exit
61.77, 2, red, Exit
61.77, 1, red, Exit
61.77, 2, red, Exit
61.77, 4, blue, Exit
61.77, 2, blue, Exit
61.80, 3, red, Exit
61.80, 4, red, Exit
61.80, 3, red, Exit
61.80, 1, red, Exit
61.80, 4, blue, Exit
61.80, 2, blue, Exit
61.83, 3, red, Exit
61.83, 4, red, Exit
61.83, 3, red, Exit
61.83, 1, red, Exit
61.83, 2, red, Exit
61.83, 4, blue, Exit
61.83, 2, blue, Exit
61.87, 3, red, Exit
61.87, 4, red, Exit
61.87, 3, red, Exit
61.87, 1, red, Exit
61.87, 4, blue, Exit
61.87, 2, blue, Exit
61.90, 3, red, Exit
61.90, 4, red, Exit
61.90, 3, red, Exit
61.90, 1, red, Exit
61.90, 4, blue, Exit
61.90, 2, blue, Exit
61.93, 3, red, Exit
61.93, 4, red, Exit
61.93, 3, red, Exit
61.93, 1, red, Exit
61.93, 2, red, Exit
61.93, 4, blue, Exit
61.93, 2, blue, Exit
61.97, 3, red, Exit
61.97, 4, red, Exit
61.97, 3, red, Exit
61.97, 1, red, Exit
61.97, 4, blue, Exit
61.97, 2, blue, Exit
62.00, 3, red, Exit
62.00, 4, red, Exit
62.00, 3, red, Exit
62.00, 1, red, Exit
62.00, 4, blue, Exit
62.00, 2, blue, Exit
62.03, 3, red, Exit
62.03, 4, red, Exit
62.03, 3, red, Exit
62.03, 1, red, Exit
62.03, 2, red, Exit
62.03, 4, blue, Exit
62.03, 2, blue, Exit
62.07, 3, red, Exit
62.07, 4, red, Exit
62.07, 3, red, Exit
62.07, 1, red, Exit
62.07, 4, blue, Exit
62.07, 2, blue, Exit
62.10, 4, red, Exit
62.10, 3, red, Exit
62.10, 4, red, Exit
62.10, 3, red, Exit
62.10, 1, red, Exit
62.10, 4, blue, Exit
62.10, 2, blue, Exit
62.13, 3, red, Exit
62.13, 4, red, Exit
62.13, 3, red, Exit
62.13, 1, red, Exit
62.13, 4, blue, Exit
62.13, 2, blue, Exit
62.17, 3, red, Exit
62.17, 4, red, Exit
62.17, 3, red, Exit
62.17, 4, red, Exit
62.17, 3, red, Exit
62.17, 1, red, Exit
62.17, 2, red, Exit
62.17, 4, blue, Exit
62.17, 2, blue, Exit
62.20, 3, red, Exit
62.20, 4, red, Exit
62.20, 3, red, Exit
62.20, 4, red, Exit
62.20, 3, red, Exit
62.20, 1, red, Exit
62.20, 2, red, Exit
62.20, 4, blue, Exit
62.20, 2, blue, Exit
62.23, 3, red, Exit
62.23, 4, red, Exit
62.23, 3, red, Exit
62.23, 4, red, Exit
62.23, 3, red, Exit
62.23, 1, red, Exit
62.23, 4, blue, Exit
62.23, 2, blue, Exit
62.27, 3, red, Exit
62.27, 4, red, Exit
62.27, 3, red, Exit
62.27, 1, red, Exit
62.27, 4, blue, Exit
62.27, 2, blue, Exit
62.30, 3, red, Exit
62.30, 4, red, Exit
62.30, 3, red, Exit
62.30, 1, red, Exit
62.30, 2, red, Exit
62.30, 4, blue, Exit
62.30, 2, blue, Exit
62.33, 3, red, Exit
62.33, 4, red, Exit
62.33, 3, red, Exit
62.33, 1, red, Exit
62.33, 4, blue, Exit
62.33, 2, blue, Exit
62.37, 3, red, Exit
62.37, 4, red, Exit
62.37, 3, red, Exit
62.37, 1, red, Exit
62.37, 4, blue, Exit
62.37, 2, blue, Exit
62.40, 3, red, Exit
62.40, 4, red, Exit
62.40, 3, red, Exit
62.40, 1, red, Exit
62.40, 4, blue, Exit
62.40, 2, blue, Exit
62.43, 3, red, Exit
62.43, 4, red, Exit
62.43, 2, red, Exit
62.43, 3, red, Exit
62.43, 1, red, Exit
62.43, 4, blue, Exit
62.43, 2, blue, Exit
62.47, 3, red, Exit
62.47, 4, red, Exit
62.47, 3, red, Exit
62.47, 1, red, Exit
62.47, 4, blue, Exit
62.47, 2, blue, Exit
62.50, 3, red, Exit
62.50, 4, red, Exit
62.50, 3, red, Exit
62.50, 1, red, Exit
62.50, 2, red, Exit
62.50, 4, blue, Exit
62.50, 2, blue, Exit
62.53, 3, red, Exit
62.53, 4, red, Exit
62.53, 3, red, Exit
62.53, 2, red, Exit
62.53, 4, blue, Exit
62.53, 2, blue, Exit
62.57, 3, red, Exit
62.57, 4, red, Exit
62.57, 3, red, Exit
62.57, 1, red, Exit
62.57, 2, red, Exit
62.57, 4, blue, Exit
62.57, 2, blue, Exit
62.60, 3, red, Exit
62.60, 4, red, Exit
62.60, 3, red, Exit
62.60, 1, red, Exit
62.60, 2, red, Exit
62.60, 4, blue, Exit
62.60, 2, blue, Exit
62.63, 3, red, Exit
62.63, 4, red, Exit
62.63, 3, red, Exit
62.63, 1, red, Exit
62.63, 2, red, Exit
62.63, 4, blue, Exit
62.63, 2, blue, Exit
62.67, 3, red, Exit
62.67, 4, red, Exit
62.67, 3, red, Exit
62.67, 1, red, Exit
62.67, 4, blue, Exit
62.67, 2, blue, Exit
62.70, 3, red, Exit
